the	2.419e+4
to	9598
that	4084
this	1839
they	1212
their	1020
there	770.3
these	598.7
time	596.6
them	560.0
than	544.0
two	480.5
then	458.8
through	345.8
those	312.7
three	228.8
take	204.9
too	193.6
think	165.6
thought	154.1
thus	142.8
though	139.0
things	137.8
table	132.1
times	119.8
took	118.6
told	104.1
together	103.8
therefore	103.8
type	101.9
taken	98.65
true	93.32
themselves	92.83
terms	92.52
tell	91.72
thing	89.33
theory	87.30
term	86.94
total	80.85
treatment	78.46
third	76.70
toward	75.14
turned	74.92
t	74.71
turn	72.49
test	72.15
trade	69.10
today	67.65
text	66.20
taking	65.43
top	64.53
truth	56.29
training	56.23
technology	56.04
types	55.34
thinking	55.00
tax	54.80
town	54.68
try	53.68
talk	53.52
towards	50.15
ten	50.07
twenty	49.79
trying	47.95
throughout	47.84
tried	46.25
traditional	45.83
team	45.48
takes	44.62
task	43.54
temperature	39.74
teaching	38.54
trust	38.54
teachers	37.99
Thomas	37.07
T.	36.85
teacher	36.85
tree	36.17
title	32.88
techniques	32.72
tradition	31.42
thousand	31.13
therapy	31.12
trial	31.04
transfer	30.48
talking	30.36
trees	30.13
technical	28.67
target	28.62
treated	28.37
tools	28.11
thoughts	27.41
thirty	26.98
tests	26.61
television	25.34
testing	25.12
travel	24.90
typical	24.88
typically	24.66
technique	23.80
thank	23.66
tool	23.58
trouble	23.47
touch	22.65
tend	22.42
taught	21.42
till	21.25
turning	21.21
transport	21.15
transition	21.09
tissue	20.85
telling	20.62
train	20.56
tasks	20.08
truly	20.06
texts	20.01
temple	19.87
troops	19.83
theories	19.44
theoretical	19.39
track	19.19
thanks	18.93
thin	18.92
Tom	18.74
threat	18.61
tone	18.56
thousands	18.38
trip	17.85
transformation	17.74
twelve	17.64
tells	17.58
translation	17.44
teach	17.26
twice	17.19
traffic	17.16
Texas	17.06
thick	17.06
tables	16.80
territory	16.79
tears	16.74
thou	16.51
turns	16.39
treaty	16.08
taxes	16.00
telephone	15.94
taste	15.90
thereby	15.74
treat	15.72
topic	15.66
technologies	15.57
talked	15.54
theme	15.33
twentieth	15.30
TV	15.20
transmission	14.92
tea	14.60
thy	14.45
tall	14.38
teeth	14.27
tendency	13.95
traditions	13.76
tension	13.63
theatre	13.55
transactions	13.50
transaction	13.40
tiny	13.38
Taylor	13.33
trained	13.13
trading	13.09
trans	13.07
tongue	12.74
temporary	12.63
trends	12.59
theology	12.52
translated	12.42
totally	12.39
trail	12.38
terrible	12.24
tomorrow	12.12
tired	12.07
tube	11.91
tip	11.89
towns	11.88
transportation	11.73
tested	11.56
trials	11.48
teams	11.42
throw	11.41
topics	11.34
technological	11.29
testimony	11.29
thinks	11.27
trend	11.23
tied	11.12
thee	11.04
temporal	10.90
trace	10.82
tour	10.79
touched	10.77
thesis	10.61
threw	10.60
throat	10.55
transferred	10.51
threatened	10.49
Testament	10.39
tight	10.35
theater	10.09
tower	10.06
themes	9.935
thrown	9.922
tale	9.881
transformed	9.872
tape	9.705
truck	9.515
tourism	9.347
terminal	9.299
tends	9.208
tumor	9.201
thermal	9.186
threshold	9.147
tonight	9.075
targets	9.064
terror	8.990
tail	8.987
thoroughly	8.936
transmitted	8.872
ties	8.868
temperatures	8.827
Turkey	8.663
trauma	8.622
therapeutic	8.599
theological	8.599
thickness	8.147
titles	8.141
terrorism	8.124
tobacco	8.065
tended	8.063
tribes	7.993
tie	7.886
tender	7.883
timing	7.830
tank	7.820
transform	7.781
threats	7.766
tales	7.685
Thompson	7.666
tough	7.649
treatments	7.611
tolerance	7.583
tissues	7.427
talent	7.393
traditionally	7.385
tract	7.316
Toronto	7.310
traits	7.237
threatening	7.178
tragedy	7.138
Tony	7.122
tracks	7.096
thread	7.077
therapist	7.015
throne	6.907
treating	6.884
talks	6.833
tips	6.785
traveling	6.707
tribe	6.690
tab	6.620
tries	6.609
treasury	6.523
Tel	6.486
Taiwan	6.476
tropical	6.443
thrust	6.380
Turkish	6.364
tribal	6.344
territories	6.290
tremendous	6.236
tag	6.128
terrorist	6.099
thereafter	6.084
traveled	6.080
Turner	6.035
triumph	6.031
Tokyo	5.983
territorial	5.923
trigger	5.872
toxic	5.868
taxation	5.866
touching	5.864
tide	5.838
tumors	5.816
thirteen	5.811
trap	5.765
throwing	5.743
tightly	5.714
targeted	5.695
termed	5.681
termination	5.663
tracking	5.657
torn	5.652
trunk	5.647
twin	5.642
traces	5.641
template	5.632
timber	5.622
tear	5.620
trips	5.604
tent	5.603
tunnel	5.583
thereof	5.570
trusted	5.535
thorough	5.532
Tim	5.529
tactics	5.524
tons	5.514
th	5.417
tourist	5.375
texture	5.274
Tennessee	5.255
troubled	5.248
transfers	5.237
ticket	5.220
truths	5.215
triangle	5.193
transparent	5.189
tense	5.063
thumb	5.030
tech	4.995
treasure	4.987
tensions	4.971
tanks	4.934
tragic	4.930
tune	4.907
torture	4.877
travels	4.877
teachings	4.874
tomb	4.872
traced	4.866
tin	4.852
trick	4.786
traders	4.780
tenth	4.702
tribunal	4.649
terminology	4.647
temporarily	4.646
theorem	4.636
Thailand	4.634
tubes	4.628
te	4.580
transitions	4.561
temper	4.558
temples	4.503
trapped	4.485
twisted	4.466
taxpayer	4.464
tourists	4.407
tendencies	4.363
taxable	4.316
theorists	4.292
talents	4.280
thirds	4.240
treaties	4.215
telecommunications	4.200
traumatic	4.196
tooth	4.181
tap	4.143
temptation	4.142
Ted	4.140
tones	4.123
Terry	4.109
transient	4.108
teaches	4.102
toxicity	4.084
transcription	4.080
transnational	4.080
textual	4.076
terrain	4.074
transformations	4.049
translate	4.037
trains	3.988
troubles	3.971
Trinity	3.969
trustee	3.958
Thai	3.956
transparency	3.942
travelling	3.906
ta	3.897
tenure	3.889
translations	3.881
Tuesday	3.880
transforming	3.856
tenant	3.845
Thursday	3.836
tossed	3.821
transit	3.816
tiger	3.814
turnover	3.766
tribute	3.755
theft	3.754
token	3.740
twins	3.732
tennis	3.729
tariff	3.714
treatise	3.706
towers	3.701
trait	3.697
thyroid	3.696
thunder	3.649
theirs	3.647
tickets	3.634
tangible	3.626
toys	3.618
trembling	3.610
timely	3.610
tempted	3.586
textbook	3.586
transported	3.569
tours	3.568
Torah	3.547
triple	3.539
tho	3.527
trucks	3.515
Timothy	3.510
toll	3.481
terrorists	3.473
tan	3.461
thinkers	3.450
twist	3.440
therein	3.438
Tommy	3.430
toilet	3.422
traded	3.410
Thomson	3.404
ti	3.404
toy	3.401
threads	3.397
tastes	3.392
trademark	3.357
twelfth	3.344
technically	3.342
Theodore	3.326
tenants	3.318
trustees	3.313
ton	3.308
theoretically	3.300
threaten	3.297
toes	3.292
triggered	3.280
theatrical	3.263
TCP	3.233
tion	3.222
trivial	3.218
trades	3.210
trusts	3.204
tray	3.197
tags	3.195
transverse	3.182
transplantation	3.179
transmit	3.177
thoughtful	3.156
targeting	3.155
toe	3.151
titled	3.080
tr	3.076
therapists	3.056
tuition	3.052
telegraph	3.050
tis	3.046
treats	3.021
tolerate	3.012
therapies	3.005
taxi	2.991
transitional	2.990
travelled	2.971
teens	2.964
terminated	2.961
textile	2.958
throws	2.958
Truman	2.952
touches	2.951
tuberculosis	2.941
travelers	2.937
tenderness	2.920
Tribune	2.900
talented	2.895
Todd	2.892
trails	2.891
trajectory	2.886
thirteenth	2.882
teenagers	2.882
tracing	2.878
textbooks	2.870
tricks	2.867
Turks	2.855
tops	2.848
